file_id,bpm_essentia,beats_confidence,beats_essentia,beats_essentia_raw,bpm_librosa,beats_librosa,key,scale,strength,global_bpm,start_bpm,end_bpm,tempo_increased
,82.81868743896484,2.9838688373565674,"[0.7198185920715332, 1.4396371841430664, 2.1594557762145996, 2.879274368286133, 3.599092960357666, 4.3073015213012695, 4.980679988861084, 5.665668964385986, 6.36226749420166, 7.082086086273193, 7.801904678344727, 8.521722793579102, 9.241541862487793, 9.961359977722168, 10.68117904663086, 11.400997161865234, 12.120816230773926, 12.8406343460083, 13.560453414916992, 14.303491592407227, 15.023310661315918, 15.743128776550293, 16.486167907714844, 17.229206085205078, 17.949024200439453, 18.680452346801758, 19.411882400512695, 20.13170051574707, 20.874738693237305, 21.59455680847168, 22.314376831054688, 23.034194946289062, 23.765623092651367, 24.5086612701416, 25.263309478759766, 25.994739532470703, 26.726167678833008, 27.469205856323242, 28.200634002685547, 28.93206214904785, 29.698322296142578]","[ 0.7198186  1.4396372  2.1594558  2.8792744  3.599093   4.3073015
  4.98068    5.665669   6.3622675  7.082086   7.8019047  8.521723
  9.241542   9.96136   10.681179  11.400997  12.120816  12.840634
 13.560453  14.303492  15.023311  15.743129  16.486168  17.229206
 17.949024  18.680452  19.411882  20.1317    20.874739  21.594557
 22.314377  23.034195  23.765623  24.508661  25.26331   25.99474
 26.726168  27.469206  28.200634  28.932062  29.698322 ]",82.03125,"[3, 56, 109, 173, 236, 299, 365, 443, 493, 552, 613, 674, 737, 799, 861, 922, 985, 1048, 1110, 1172, 1235, 1298, 1360, 1423, 1486, 1549, 1612, 1675, 1737, 1800, 1863, 1925, 1988, 2051, 2115, 2179, 2242, 2305]",D,minor,0.6938918828964233,82.81868743896484,83.35,82.03,False
,103.7690658569336,0.5388915538787842,"[0.3831292390823364, 0.7662584781646729, 1.1377778053283691, 1.5209070444107056, 1.8808163404464722, 2.240725517272949, 2.6122448444366455, 2.983764171600342, 3.3436734676361084, 3.6919727325439453, 4.051881790161133, 4.446621417999268, 4.8297505378723145, 5.201269626617432, 5.561179161071777, 5.921088218688965, 6.29260778427124, 6.664126873016357, 7.024035930633545, 7.39555549621582, 7.7670745849609375, 8.126983642578125, 8.486893653869629, 8.858412742614746, 9.229931831359863, 9.61306095123291, 10.031020164489746, 10.4954195022583, 10.959818840026855, 11.424217224121094, 11.877006530761719, 12.445895195007324, 13.014784812927246, 13.61850357055664, 14.222222328186035, 14.8143310546875, 15.418049812316895, 16.02176856994629, 16.613876342773438, 17.19437599182129, 17.78648567199707, 18.36698341369629, 18.93587303161621, 19.52798080444336, 20.10848045349121, 20.688980102539062, 21.26947784423828, 21.849977493286133, 22.43047523498535, 22.987754821777344, 23.556644439697266, 24.125532150268555, 24.706031799316406, 25.286529541015625, 25.867029190063477, 26.42430877685547, 26.993196487426758, 27.55047607421875, 28.10775375366211, 28.653423309326172, 29.210702896118164, 29.779590606689453]","[ 0.38312924  0.7662585   1.1377778   1.520907    1.8808163   2.2407255
  2.6122448   2.9837642   3.3436735   3.6919727   4.051882    4.4466214
  4.8297505   5.2012696   5.561179    5.921088    6.292608    6.664127
  7.024036    7.3955555   7.7670746   8.126984    8.486894    8.858413
  9.229932    9.613061   10.03102    10.4954195  10.959819   11.424217
 11.877007   12.445895   13.014785   13.618504   14.222222   14.814331
 15.41805    16.021769   16.613876   17.194376   17.786486   18.366983
 18.935873   19.52798    20.10848    20.68898    21.269478   21.849977
 22.430475   22.987755   23.556644   24.125532   24.706032   25.28653
 25.86703    26.424309   26.993196   27.550476   28.107754   28.653423
 29.210703   29.77959   ]",139.6748310810811,"[3, 38, 74, 110, 147, 185, 221, 258, 297, 334, 371, 407, 440, 474, 509, 544, 582, 621, 660, 700, 731, 768, 802, 836, 870, 904, 938, 973, 1009, 1045, 1076, 1110, 1144, 1182, 1216, 1251, 1288, 1326, 1362, 1398, 1432, 1470, 1505, 1540, 1575, 1611, 1647, 1682, 1718, 1755, 1791, 1832, 1869, 1904, 1935, 1972, 2008, 2045, 2081, 2114, 2152, 2190, 2228]",D,major,0.6865915060043335,103.7690658569336,161.5,105.47,False
,89.857421875,2.157052993774414,"[0.6965986490249634, 1.4164172410964966, 2.14784574508667, 2.879274368286133, 3.6107029914855957, 4.342131614685059, 5.038730144500732, 5.712108612060547, 6.37387752532959, 7.035645961761475, 7.709024906158447, 8.370793342590332, 9.032562255859375, 9.694331169128418, 10.379319190979004, 11.041088104248047, 11.70285701751709, 12.353015899658203, 13.049613952636719, 13.699772834777832, 14.373151779174805, 15.034920692443848, 15.708298683166504, 16.381677627563477, 17.055055618286133, 17.716825485229492, 18.39020347595215, 19.051973342895508, 19.713741302490234, 20.36389923095703, 21.03727912902832, 21.710657119750977, 22.384035110473633, 23.045804977416992, 23.71918296813965, 24.380952835083008, 25.042720794677734, 25.70448875427246, 26.37786865234375, 27.051246643066406, 27.713014602661133, 28.374784469604492, 29.04816246032715, 29.721542358398438]","[ 0.69659865  1.4164172   2.1478457   2.8792744   3.610703    4.3421316
  5.03873     5.7121086   6.3738775   7.035646    7.709025    8.370793
  9.032562    9.694331   10.379319   11.041088   11.702857   12.353016
 13.049614   13.699773   14.373152   15.034921   15.708299   16.381678
 17.055056   17.716825   18.390203   19.051973   19.713741   20.3639
 21.03728    21.710657   22.384035   23.045805   23.719183   24.380953
 25.04272    25.704489   26.377869   27.051247   27.713015   28.374784
 29.048162   29.721542  ]",90.66611842105263,"[4, 48, 91, 147, 206, 265, 320, 377, 435, 493, 550, 607, 666, 724, 779, 836, 894, 952, 1009, 1066, 1126, 1183, 1239, 1296, 1354, 1412, 1469, 1526, 1583, 1642, 1698, 1756, 1813, 1871, 1928, 1986, 2045, 2101, 2157, 2216, 2273, 2331, 2387, 2444]",Ab,minor,0.7386397123336792,89.857421875,89.1,89.1,False
,92.34170532226562,2.8240623474121094,"[0.6617686748504639, 1.3467572927474976, 2.043355941772461, 2.739954710006714, 3.390113353729248, 4.040272235870361, 4.690430641174316, 5.34058952331543, 5.990748405456543, 6.640906810760498, 7.267845630645752, 7.918004512786865, 8.56816291809082, 9.218321800231934, 9.868480682373047, 10.51863956451416, 11.168798446655273, 11.81895637512207, 12.469115257263184, 13.119274139404297, 13.76943302154541, 14.419591903686523, 15.06974983215332, 15.719908714294434, 16.370067596435547, 17.020225524902344, 17.658775329589844, 18.29732322692871, 18.94748306274414, 19.597640991210938, 20.247800827026367, 20.897958755493164, 21.54811668395996, 22.19827651977539, 22.848434448242188, 23.521814346313477, 24.171972274780273, 24.82213020324707, 25.4722900390625, 26.122447967529297, 26.760997772216797, 27.387935638427734, 28.049705505371094, 28.69986343383789, 29.350021362304688]","[ 0.6617687  1.3467573  2.043356   2.7399547  3.3901134  4.040272
  4.6904306  5.3405895  5.9907484  6.640907   7.2678456  7.9180045
  8.568163   9.218322   9.868481  10.51864   11.168798  11.818956
 12.469115  13.119274  13.769433  14.419592  15.06975   15.719909
 16.370068  17.020226  17.658775  18.297323  18.947483  19.597641
 20.2478    20.897959  21.548117  22.198277  22.848434  23.521814
 24.171972  24.82213   25.47229   26.122448  26.760998  27.387936
 28.049706  28.699863  29.350021 ]",92.28515625,"[3, 70, 127, 183, 240, 296, 352, 407, 463, 519, 575, 629, 686, 743, 799, 854, 910, 966, 1022, 1078, 1134, 1190, 1246, 1301, 1357, 1412, 1469, 1525, 1580, 1637, 1692, 1748, 1804, 1860, 1916, 1972, 2032, 2092, 2150, 2209, 2267, 2325, 2389, 2446]",F,major,0.6853616833686829,92.34170532226562,92.29,92.29,False
,97.11376190185547,3.025362253189087,"[0.5804988741874695, 1.1493877172470093, 1.729886531829834, 2.3336052894592285, 2.9489340782165527, 3.5526530742645264, 4.1679816246032715, 4.783310413360596, 5.41024923324585, 6.025578022003174, 6.640906810760498, 7.256235599517822, 7.8715643882751465, 8.498503684997559, 9.113832473754883, 9.729161262512207, 10.344490051269531, 10.959818840026855, 11.586756706237793, 12.202085494995117, 12.829024314880371, 13.444353103637695, 14.07129192352295, 14.686620712280273, 15.301949501037598, 15.917278289794922, 16.532608032226562, 17.1595458984375, 17.77487564086914, 18.39020347595215, 19.00553321838379, 19.620861053466797, 20.247800827026367, 20.874738693237305, 21.490068435668945, 22.105396270751953, 22.732336044311523, 23.34766387939453, 23.962993621826172, 24.56671142578125, 25.19365119934082, 25.820589065551758, 26.447526931762695, 27.051246643066406, 27.678184509277344, 28.293514251708984, 28.908842086791992, 29.535781860351562]","[ 0.5804989  1.1493877  1.7298865  2.3336053  2.948934   3.552653
  4.1679816  4.7833104  5.410249   6.025578   6.640907   7.2562356
  7.8715644  8.498504   9.113832   9.729161  10.34449   10.959819
 11.586757  12.2020855 12.829024  13.444353  14.071292  14.686621
 15.3019495 15.917278  16.532608  17.159546  17.774876  18.390203
 19.005533  19.620861  20.2478    20.874739  21.490068  22.105396
 22.732336  23.347664  23.962994  24.566711  25.193651  25.82059
 26.447527  27.051247  27.678185  28.293514  28.908842  29.535782 ]",97.50884433962264,"[3, 41, 94, 147, 200, 253, 306, 360, 413, 467, 520, 573, 626, 679, 732, 786, 839, 893, 945, 999, 1052, 1107, 1158, 1212, 1265, 1319, 1372, 1425, 1479, 1532, 1586, 1639, 1692, 1746, 1798, 1852, 1905, 1959, 2012, 2065, 2118, 2172, 2225, 2278, 2331, 2385, 2438, 2491]",F,major,0.7938709855079651,97.11376190185547,97.51,97.51,False
,103.08900451660156,2.7810463905334473,"[0.650158703327179, 1.3119274377822876, 1.938866138458252, 2.5425848960876465, 3.1230838298797607, 3.703582763671875, 4.28408145904541, 4.887800216674805, 5.445079326629639, 6.013967990875244, 6.606077194213867, 7.198185920715332, 7.778684616088867, 8.370793342590332, 8.951292037963867, 9.531790733337402, 10.100680351257324, 10.66956901550293, 11.261677742004395, 11.85378646850586, 12.411065101623535, 12.991564750671387, 13.572063446044922, 14.140952110290527, 14.733060836791992, 15.313559532165527, 15.894058227539062, 16.486167907714844, 17.066665649414062, 17.647165298461914, 18.227664947509766, 18.796552658081055, 19.377052307128906, 19.957550048828125, 20.538049697875977, 21.130157470703125, 21.722267150878906, 22.325986862182617, 22.906484603881836, 23.486984252929688, 24.067481994628906, 24.636371612548828, 25.216869354248047, 25.808979034423828, 26.37786865234375, 26.95836639404297, 27.52725601196289, 28.10775375366211, 28.69986343383789, 29.3035831451416]","[ 0.6501587  1.3119274  1.9388661  2.542585   3.1230838  3.7035828
  4.2840815  4.8878     5.4450793  6.013968   6.606077   7.198186
  7.7786846  8.370793   8.951292   9.531791  10.10068   10.669569
 11.261678  11.853786  12.411065  12.991565  13.572063  14.140952
 14.733061  15.31356   15.894058  16.486168  17.066666  17.647165
 18.227665  18.796553  19.377052  19.95755   20.53805   21.130157
 21.722267  22.325987  22.906485  23.486984  24.067482  24.636372
 25.21687   25.808979  26.377869  26.958366  27.527256  28.107754
 28.699863  29.303583 ]",103.359375,"[17, 67, 119, 167, 219, 269, 319, 369, 421, 469, 520, 569, 620, 670, 722, 771, 821, 870, 920, 970, 1021, 1069, 1120, 1169, 1218, 1269, 1319, 1367, 1420, 1469, 1520, 1571, 1619, 1670, 1717, 1769, 1820, 1870, 1923, 1972, 2023, 2072, 2122, 2170, 2222, 2271, 2321, 2371, 2421, 2470, 2524]",A,minor,0.7201383113861084,103.08900451660156,103.36,103.36,False
,144.4193572998047,1.0284456014633179,"[0.4643990993499756, 0.8939682245254517, 1.3235373497009277, 1.7414965629577637, 2.14784574508667, 2.554194927215576, 2.9489340782165527, 3.355283498764038, 3.7616326808929443, 4.1679816246032715, 4.574330806732178, 4.992290019989014, 5.41024923324585, 5.816598415374756, 6.211337566375732, 6.629296779632568, 7.058866024017334, 7.4884352684021, 7.918004512786865, 8.335963249206543, 8.753922462463379, 9.160271644592285, 9.578230857849121, 10.007800102233887, 10.425759315490723, 10.866938591003418, 11.308117866516113, 11.749297142028809, 12.213695526123047, 12.666484832763672, 13.130884170532227, 13.583673477172852, 14.036462783813477, 14.500861167907715, 14.94204044342041, 15.359999656677246, 15.766348838806152, 16.184309005737305, 16.59065818786621, 16.997007369995117, 17.414966583251953, 17.832923889160156, 18.250883102416992, 18.6572322845459, 19.040363311767578, 19.423492431640625, 19.806621551513672, 20.17814064025879, 20.572879791259766, 20.967618942260742, 21.33913803100586, 21.722267150878906, 22.117006301879883, 22.488525390625, 22.860044479370117, 23.243173599243164, 23.591472625732422, 23.962993621826172, 24.33451271057129, 24.694421768188477, 25.065940856933594, 25.44906997680664, 25.832199096679688, 26.215328216552734, 26.61006736755371, 27.004806518554688, 27.399545669555664, 27.79428482055664, 28.200634002685547, 28.618593215942383, 29.04816246032715, 29.454511642456055]","[ 0.4643991  0.8939682  1.3235373  1.7414966  2.1478457  2.554195
  2.948934   3.3552835  3.7616327  4.1679816  4.574331   4.99229
  5.410249   5.8165984  6.2113376  6.629297   7.058866   7.4884353
  7.9180045  8.335963   8.753922   9.160272   9.578231  10.0078
 10.425759  10.866939  11.308118  11.749297  12.213696  12.666485
 13.130884  13.5836735 14.036463  14.500861  14.94204   15.36
 15.766349  16.184309  16.590658  16.997007  17.414967  17.832924
 18.250883  18.657232  19.040363  19.423492  19.806622  20.17814
 20.57288   20.967619  21.339138  21.722267  22.117006  22.488525
 22.860044  23.243174  23.591473  23.962994  24.334513  24.694422
 25.06594   25.44907   25.8322    26.215328  26.610067  27.004807
 27.399546  27.794285  28.200634  28.618593  29.048162  29.454512 ]",143.5546875,"[4, 44, 79, 114, 149, 184, 219, 254, 290, 325, 360, 395, 430, 466, 502, 538, 574, 610, 646, 682, 718, 754, 790, 826, 862, 897, 933, 969, 1005, 1041, 1077, 1113, 1149, 1184, 1219, 1254, 1289, 1324, 1359, 1394, 1431, 1468, 1505, 1542, 1579, 1616, 1653, 1690, 1727, 1764, 1801, 1837, 1870, 1903, 1936, 1969, 2002, 2033, 2065, 2097, 2127, 2160, 2192, 2226, 2260, 2294, 2327, 2360, 2393]",Eb,minor,0.592363715171814,144.4193572998047,147.66,152.0,True
,117.84008026123047,2.9141743183135986,"[0.5108389854431152, 1.0448979139328003, 1.5789568424224854, 2.1246259212493896, 2.658684730529785, 3.2043535709381104, 3.7500226497650146, 4.29569149017334, 4.806530475616455, 5.31736946105957, 5.804988384246826, 6.315827369689941, 6.815056800842285, 7.314285755157471, 7.825124740600586, 8.335963249206543, 8.823582649230957, 9.334421157836914, 9.822040557861328, 10.309659957885742, 10.8204984664917, 11.319727897644043, 11.81895637512207, 12.329795837402344, 12.8406343460083, 13.351473808288574, 13.862312316894531, 14.373151779174805, 14.883990287780762, 15.394829750061035, 15.917278289794922, 16.416507720947266, 16.92734718322754, 17.44979476928711, 17.972244262695312, 18.483083724975586, 18.99392318725586, 19.5047607421875, 20.015600204467773, 20.526439666748047, 21.01405906677246, 21.5248966217041, 22.035736083984375, 22.53496551513672, 23.034194946289062, 23.533424377441406, 24.055871963500977, 24.56671142578125, 25.065940856933594, 25.565170288085938, 26.076007843017578, 26.58684730529785, 27.097686767578125, 27.6085262298584, 28.11936378479004, 28.606983184814453, 29.129432678222656, 29.628662109375]","[ 0.510839   1.0448979  1.5789568  2.124626   2.6586847  3.2043536
  3.7500226  4.2956915  4.8065305  5.3173695  5.8049884  6.3158274
  6.815057   7.3142858  7.8251247  8.335963   8.823583   9.334421
  9.822041  10.30966   10.820498  11.319728  11.818956  12.329796
 12.840634  13.351474  13.862312  14.373152  14.88399   15.39483
 15.917278  16.416508  16.927347  17.449795  17.972244  18.483084
 18.993923  19.50476   20.0156    20.52644   21.01406   21.524897
 22.035736  22.534966  23.034195  23.533424  24.055872  24.566711
 25.06594   25.56517   26.076008  26.586847  27.097687  27.608526
 28.119364  28.606983  29.129433  29.628662 ]",117.45383522727273,"[4, 63, 111, 155, 198, 244, 287, 332, 374, 419, 461, 503, 547, 590, 633, 677, 721, 763, 807, 849, 892, 935, 978, 1022, 1065, 1108, 1153, 1198, 1241, 1285, 1329, 1374, 1418, 1461, 1507, 1551, 1595, 1639, 1683, 1728, 1771, 1814, 1858, 1901, 1944, 1987, 2030, 2073, 2118, 2162, 2205, 2249, 2293, 2338, 2381, 2425, 2468]",E,major,0.8507480025291443,117.84008026123047,117.45,117.45,False
,94.19612121582031,0.680138349533081,"[0.5921088457107544, 1.1842176914215088, 1.729886531829834, 2.356825351715088, 2.9953742027282715, 3.633922815322876, 4.2724714279174805, 4.911020278930664, 5.549569129943848, 6.188117980957031, 6.826666355133057, 7.46521520614624, 8.103763580322266, 8.74231243133545, 9.380861282348633, 10.007800102233887, 10.64634895324707, 11.308117866516113, 11.923446655273438, 12.527165412902832, 13.130884170532227, 13.711382865905762, 14.268661499023438, 14.82594108581543, 15.418049812316895, 15.99854850769043, 16.532608032226562, 17.055055618286133, 17.577505111694336, 18.08834457397461, 18.622404098510742, 19.144851684570312, 19.667301177978516, 20.224580764770508, 20.770248413085938, 21.29269790649414, 21.803537368774414, 22.291156768798828, 22.77877426147461, 23.278003692626953, 23.765623092651367, 24.25324249267578, 24.764081954956055, 25.263309478759766, 25.76253890991211, 26.273378372192383, 26.749387741088867, 27.213787078857422, 27.713014602661133, 28.212244033813477, 28.71147346496582, 29.222312927246094]","[ 0.59210885  1.1842177   1.7298865   2.3568254   2.9953742   3.6339228
  4.2724714   4.9110203   5.549569    6.188118    6.8266664   7.465215
  8.103764    8.742312    9.380861   10.0078     10.646349   11.308118
 11.923447   12.527165   13.130884   13.711383   14.2686615  14.825941
 15.41805    15.9985485  16.532608   17.055056   17.577505   18.088345
 18.622404   19.144852   19.667301   20.22458    20.770248   21.292698
 21.803537   22.291157   22.778774   23.278004   23.765623   24.253242
 24.764082   25.26331    25.762539   26.273378   26.749388   27.213787
 27.713015   28.212244   28.711473   29.222313  ]",126.04801829268293,"[38, 79, 114, 148, 189, 231, 272, 313, 354, 408, 450, 492, 545, 588, 629, 671, 712, 765, 807, 848, 890, 931, 972, 1014, 1062, 1109, 1144, 1185, 1226, 1266, 1306, 1345, 1385, 1425, 1471, 1512, 1553, 1588, 1624, 1662, 1700, 1744, 1789, 1826, 1870, 1913, 1960, 2006, 2049, 2091, 2132, 2174, 2220, 2262, 2302, 2343]",G,major,0.6435441970825195,94.19612121582031,93.96,120.19,True
,120.05522155761719,3.254967451095581,"[0.4411791265010834, 0.8939682245254517, 1.369977355003357, 1.8575963973999023, 2.345215320587158, 2.8560543060302734, 3.355283498764038, 3.8545124530792236, 4.353741645812988, 4.852970600128174, 5.352199554443359, 5.851428508758545, 6.3506574630737305, 6.849886417388916, 7.360725402832031, 7.8715643882751465, 8.359183311462402, 8.858412742614746, 9.357641220092773, 9.868480682373047, 10.367709159851074, 10.866938591003418, 11.366168022155762, 11.865396499633789, 12.364625930786133, 12.86385440826416, 13.351473808288574, 13.862312316894531, 14.361541748046875, 14.860771179199219, 15.359999656677246, 15.85922908782959, 16.358457565307617, 16.85768699645996, 17.356916427612305, 17.856143951416016, 18.35537338256836, 18.854602813720703, 19.353832244873047, 19.85306167602539, 20.3522891998291, 20.851518630981445, 21.35074806213379, 21.849977493286133, 22.349205017089844, 22.848434448242188, 23.35927391052246, 23.870113372802734, 24.35773277282715, 24.85696029663086, 25.356189727783203, 25.867029190063477, 26.36625862121582, 26.86548614501953, 27.364715576171875, 27.86394500732422, 28.363174438476562, 28.862403869628906, 29.350021362304688, 29.86086082458496]","[ 0.44117913  0.8939682   1.3699774   1.8575964   2.3452153   2.8560543
  3.3552835   3.8545125   4.3537416   4.8529706   5.3521996   5.8514285
  6.3506575   6.8498864   7.3607254   7.8715644   8.359183    8.858413
  9.357641    9.868481   10.367709   10.866939   11.366168   11.8653965
 12.364626   12.863854   13.351474   13.862312   14.361542   14.860771
 15.36       15.859229   16.358458   16.857687   17.356916   17.856144
 18.355373   18.854603   19.353832   19.853062   20.35229    20.851519
 21.350748   21.849977   22.349205   22.848434   23.359274   23.870113
 24.357733   24.85696    25.35619    25.86703    26.366259   26.865486
 27.364716   27.863945   28.363174   28.862404   29.350021   29.86086   ]",120.18531976744185,"[3, 39, 75, 118, 160, 204, 247, 290, 333, 376, 419, 462, 505, 548, 590, 634, 678, 721, 764, 806, 850, 892, 936, 979, 1023, 1066, 1108, 1151, 1194, 1237, 1280, 1321, 1367, 1410, 1452, 1496, 1539, 1582, 1625, 1669, 1712, 1754, 1797, 1840, 1883, 1926, 1969, 2012, 2056, 2099, 2142, 2184, 2227, 2270, 2314, 2357, 2400, 2444, 2486, 2529, 2573]",C,minor,0.7960262298583984,120.05522155761719,120.19,120.19,False
